title,featuredLevel,publishDate,price,numBedrooms,numBathrooms,propertyType,propertySize,category,m_totalImages,ber_rating,longitude,latitude
"17 Hastings Avenue, Balbriggan, Co. Dublin",standard,1/21/2022,215000,2,3,End of Terrace,95,Buy,13,D2,-6.201355,53.259652
"9 Corbally Downs, Citywest, Co. Dublin",standard,1/27/2022,395000,3,3,Semi-D,130,Buy,19,E2,-6.2080888,53.3858903
"Apartment 6, 13A Grattan Crescent, Inchicore, Dublin 8",standard,1/26/2022,290000,2,2,Apartment,79,Buy,20,D1,-6.14008,53.295596
"55 Merrion Strand, Sandymount, Sandymount, Dublin 4",standard,1/28/2022,490000,2,1,End of Terrace,65,Buy,19,B2,-6.234257,53.344069
"53 Russell Avenue East, East Wall, East Wall, Dublin 3",standard,1/25/2022,350000,3,1,Terrace,155,Buy,23,C1,-6.623886,53.232331
"131 Greenlea Road, Terenure, Dublin 6W",standard,1/30/2022,825000,3,2,Semi-D,108,Buy,19,C2,-7.632021,52.086626
"15 Slade Castle View, Slade Castle, Saggart, Co. Dublin",standard,1/28/2022,260000,2,2,Apartment,92,Buy,28,D1,-6.345681,53.703873
"28 The Kilns, Station Road, Portmarnock, Co. Dublin",standard,1/28/2022,310000,2,1,Apartment,66,Buy,13,C3,-6.968161,52.981798
"4 Lealand Road, Clondalkin, Clondalkin, Dublin 22",standard,1/28/2022,249000,3,2,Terrace,79,Buy,9,E2,-6.408032,53.319898
"4 Maplewood Road, Tallaght, Tallaght, Dublin 24",standard,1/20/2022,275000,3,1,Terrace,82,Buy,15,C2,-6.660439,53.477197
"13 Richelieu Park, Off Sydney Parade Avenue, Sandymount, Dublin 4",standard,1/30/2022,2350000,5,4,Detached,288,Buy,7,SI_666,-6.333318,53.397942
"12 The Willows, Grattan Wood, Hole In The Wall Road, Donaghmede, Dublin 13",standard,1/30/2022,245000,2,2,Apartment,64,Buy,15,C2,-6.277249,53.292049
"18A Cherry Orchard Crescent, Ballyfermot, Cherry Orchard, Dublin 22",standard,1/28/2022,275000,3,3,Detached,122,Buy,22,D1,-6.253015,53.323404
"Apartment 1, 16 Nottingham Street, North Strand, Dublin 3",standard,1/29/2022,395000,4,3,Terrace,125,Buy,46,C2,-6.304367,52.675563
"9 Monksfield Meadows, Clondalkin, Clondalkin, Dublin 22",standard,1/28/2022,345000,3,2,End of Terrace,96,Buy,14,C3,-7.92638,52.138139
"19 Rushbrook Way, Templeogue, Dublin 6W",standard,1/28/2022,495000,3,1,Semi-D,108,Buy,10,F,-9.102105,53.258583
"Apartment 75, River Gardens, Glasnevin, Dublin 11",standard,1/28/2022,274950,2,1,Apartment,,Buy,3,D1,-7.927609,53.830724
"78 Bridge Water Quay, Islandbridge, Islandbridge, Dublin 8",standard,1/28/2022,325000,2,1,Apartment,65,Buy,11,C2,-8.818462,53.055953
"Apartment 9, Mimosa Hall, Levmoss Park, The Gallops, Leopardstown, Dublin 18",standard,1/28/2022,395000,2,2,Apartment,90,Buy,15,F,-7.111934,52.245924
"14 Seaview Avenue North, Clontarf, Clontarf, Dublin 3",standard,1/27/2022,595000,3,3,Semi-D,132,Buy,11,D2,-6.230455,53.318562
"10 Corbally Drive, Tallaght, Citywest, Co. Dublin",standard,1/27/2022,405000,4,3,Semi-D,65,Buy,21,C3,-8.443372,51.86949
"Apartment 108, Bloomfield Park, Donnybrook, Dublin 4",standard,1/27/2022,595000,2,2,Apartment,76,Buy,16,C2,-6.251498,53.352301
"Apartment 15, Ramleh Hall, Convent Avenue, Mount Saint Annes, Milltown, Dublin 6",standard,1/28/2022,395000,1,1,Apartment,57,Buy,14,C1,-7.136586,52.263638
"Apartment 331, Charlestown Place, Finglas, Dublin 11",standard,1/20/2022,235000,2,2,Apartment,75,Buy,33,C3,-9.101332,54.199927
"Apartment 301, The Cubes 3, Beacon South Quarter, Sandyford, Dublin 18",standard,1/28/2022,360000,2,2,Apartment,75,Buy,12,D1,-6.803851,53.178809
"Apartment 112, Kilmainham Bank, Kilmainham, Dublin 8",standard,1/28/2022,245000,1,1,Apartment,50,Buy,18,D1,-8.322647,53.525991
"25 St. Marks Crescent, Clondalkin, Dublin 22",standard,1/29/2022,239000,4,1,End of Terrace,107,Buy,14,D1,-6.099337,53.191812
"26 Holmwood, Brennanstown Road, Cabinteely, Dublin 18",standard,1/30/2022,1150000,5,4,Detached,204,Buy,1,C3,-6.939086,52.835186
"4 Pleasants Place, Portobello, Dublin 8",standard,1/30/2022,570000,2,2,Townhouse,65,Buy,14,D2,-9.078507,53.260803
"20 Stocking Wood Heath, Stocking Avenue, Rathfarnham, Dublin 16",standard,1/30/2022,325000,2,2,Apartment,56,Buy,16,G,-7.934134,52.382881
"47 Millbrook Village, Milltown, Milltown, Dublin 6",standard,1/19/2022,489000,2,2,Townhouse,47,Buy,9,G,-6.29732,53.336535
"29 Belmayne Avenue, Balgriffin, Balgriffin, Dublin 13",standard,1/28/2022,245000,2,1,Apartment,71,Buy,12,E1,-6.284491,53.318736
"25 Belgrave Road, Rathmines, Rathmines, Dublin 6",standard,1/27/2022,150000,1,1,Studio,328,Buy,44,B3,-6.272701,53.287025
"81 Alpine Heights, Clondalkin, Clondalkin, Dublin 22",standard,1/28/2022,299950,3,2,Semi-D,100,Buy,19,D2,-7.443849,54.116119
"Apartment 37, The Anchorage, Dun Laoghaire, Co. Dublin",standard,1/27/2022,525000,2,2,Apartment,97,Buy,13,C2,-9.798866,53.7628
"18 Park View, Castleknock, Dublin 15",standard,1/30/2022,1485000,5,4,Detached,210,Buy,20,C2,-9.52781,51.756411
"75 Brighton Road, Rathgar, Rathgar, Dublin 6",standard,1/19/2022,1350000,4,2,End of Terrace,165,Buy,30,C3,-7.974061178,53.439742
"3 Elder Heath Meadow, Kiltipper, Dublin 24",standard,1/19/2022,375000,3,3,Semi-D,103,Buy,21,C1,-8.247692,53.778138
"96 Woodford, Brewery Road, Stillorgan, Co. Dublin",standard,1/21/2022,795000,4,3,Detached,171,Buy,6,SI_666,-8.235552887,54.17063833
"47 Swilly Road, Cabra, Dublin 7",standard,1/30/2022,350000,2,1,Terrace,70,Buy,7,XXX,-6.7391274,53.9767782
"36 Brian Boru Avenue, Clontarf, Dublin 3",standard,1/28/2022,475000,2,1,Terrace,48,Buy,16,C2,-6.339235,53.725022
"177 Fortfield Road Terenure Dublin 6W, Terenure, Dublin 6",standard,1/29/2022,1250000,5,3,Semi-D,184,Buy,27,C2,-8.665922,52.666535
"Apartment 10, Papworth Hall, Balbriggan, Co. Dublin",standard,1/26/2022,210000,2,1,Apartment,63,Buy,8,D2,-6.122595,53.252258
"23 Beresford House, Custom House Square, IFSC, Dublin 1",standard,1/27/2022,365000,2,1,Apartment,119,Buy,29,C3,-8.93302,53.276048
"49 Moy Glas View, Griffeen Glen, Lucan, Co. Dublin",standard,1/19/2022,290000,3,2,Semi-D,95,Buy,23,C3,-6.345019,52.713177
"6 Innisfallen Parade, North Circular Road, North Circular Road, Dublin 7",standard,1/20/2022,285000,2,1,Terrace,50,Buy,11,C3,-7.365268,53.989956
"24 Oaklands Crescent, HIghfield Road, Rathgar, Dublin 6",standard,1/30/2022,420000,2,1,Apartment,76,Buy,3,XXX,-6.478206,53.2585483
"Sonas, 16 Northumberland Avenue, Dun Laoghaire, Co. Dublin",standard,1/30/2022,1345000,5,5,End of Terrace,220,Buy,15,XXX,-6.4005539,53.5105073
"23 Marley Grove, Rathfarnham, Dublin 16",standard,1/19/2022,800000,3,1,Semi-D,114,Buy,1,E2,-6.812624,53.1692552
"38 Woodview, Mount Merrion Avenue, Blackrock, Co. Dublin",standard,1/30/2022,595000,2,2,Apartment,76,Buy,1,E2,-6.8126044,53.1693224
"32 Elm Mount Close, Beaumont, Dublin 9",standard,1/28/2022,350000,3,1,Semi-D,99,Buy,19,C1,-9.022504,51.927639
"Apartment 42, Block B, Castle Gate Apartments, Dublin 2",standard,1/28/2022,375000,2,1,Apartment,58,Buy,13,B3,-8.668108,52.665308
"10 Ravensdale Road, East Wall, East Wall, Dublin 3",standard,1/19/2022,250000,3,1,Terrace,63,Buy,12,D2,-9.125057,53.267918
"300 Le Fanu Road, Ballyfermot, Ballyfermot, Dublin 10",standard,1/28/2022,260000,2,1,Terrace,81,Buy,21,C3,-6.380438,53.719802
"45 Castledawson, Sion Hill Blackrock, Blackrock, Co. Dublin",standard,1/19/2022,625000,3,3,Apartment,116,Buy,29,C3,-6.356645,52.240599
"10 The Court Donnybrook Castle Donnybrook Dublin 4, Donnybrook, Dublin 4",standard,1/19/2022,845000,4,3,Semi-D,122,Buy,17,B3,-7.503906,53.295667
"83 The Kilns, Portmarnock, Co. Dublin",standard,1/28/2022,435000,3,3,Apartment,111,Buy,14,C1,-7.498778,53.292504
"175 Woodlawn Park Grove, Firhouse, Dublin 24",standard,1/30/2022,525000,3,2,Semi-D,139,Buy,22,C3,-6.153593,53.419364
"166 Belgrove Park, Mount Prospect Lawns, Clontarf, Dublin 3",standard,1/19/2022,515000,3,3,Townhouse,117,Buy,10,C3,-9.686481,52.269347
"21 Montgomery Court, Foley Street, Dublin 1",standard,1/30/2022,345000,2,2,Apartment,85,Buy,10,C3,-6.652487,53.636225
"12 2 Reuben Plaza, Rialto, Dublin 8",standard,1/30/2022,325000,2,2,Apartment,71,Buy,12,C2,-6.391202,53.388492
"54 John Street South, Dublin 8",standard,1/28/2022,300000,2,1,End of Terrace,78,Buy,24,D1,-6.421951,53.281232
"40 Lealand Road, Clondalkin, Dublin 22",standard,1/26/2022,270000,3,2,Terrace,143,Buy,25,A3,-6.138312,53.494828
"Site at 2 The Avenue, Cypress Downs, Templeogue, Dublin 6W",standard,1/20/2022,350000,3,1,Detached,,Buy,14,B3,-8.945258,53.336593
"11 Belfry Close, Citywest, Co. Dublin",standard,1/30/2022,275000,3,3,Duplex,117,Buy,22,C2,-6.362499,53.721909
"23 Parkhill Close, Kilnamanagh, Dublin 24",standard,1/30/2022,345000,3,1,Semi-D,167,Buy,28,D2,-9.714287,52.276464
"68 Maryville Road, Raheny, Dublin 5",standard,1/25/2022,445000,3,1,Terrace,90,Buy,9,E2,-8.642348,52.673055
"8 Chanel Avenue, Artane, Dublin 5",standard,1/30/2022,395000,3,2,Terrace,105,Buy,20,C3,-6.306191,53.333608
"122 Ardbeg Park, Artane, Dublin 5",standard,1/30/2022,395000,3,1,Terrace,90,Buy,16,B3,-7.730092,54.753181
"11 Carrickmines Chase, Carrickmines Wood, Carrickmines, Dublin 18",standard,1/18/2022,595000,3,2,Terrace,100,Buy,36,C3,-6.044193,52.979043
"16 Warrenstown Walk, Mulhuddart, Dublin 15",standard,1/21/2022,280000,3,2,Semi-D,93,Buy,6,D1,-8.574828,52.659169
"2 Crofton Mews, Stable Lane, Dun Laoghaire, Co. Dublin",standard,1/28/2022,549000,1,1,End of Terrace,111,Buy,13,E2,-6.260806,53.279751
"Apartment 18A, Blackhall View, Stoneybatter, Dublin 7",standard,1/28/2022,300000,2,1,Apartment,57,Buy,10,C2,-8.98005,52.600875
"Apartment 65, The Atrium, Roebuck Hill, Roebuck Road, Clonskeagh, Dublin 14",standard,1/28/2022,320000,1,1,Apartment,63,Buy,11,C3,-8.119231,51.861272
"11 Saint Patrick's Park, Donabate, Co. Dublin",standard,1/24/2022,485000,3,1,Bungalow,102,Buy,28,C3,-8.603998,52.673104
"Apartment 50, The Waterfront, Grand Canal Dock, Dublin 2",standard,1/30/2022,690000,2,2,Apartment,76,Buy,38,C3,-8.692823,52.353671
"9 Beechlawn Mews, Terenure, Dublin 6W",standard,1/30/2022,365000,2,1,Apartment,49,Buy,13,SI_666,-6.160796728,52.79708535
"Baltrasna, Skerries, Co. Dublin",standard,1/21/2022,450000,4,1,Detached,149,Buy,15,G,-7.114233,52.255542
"62 Castlepark Road, Sandycove, Dalkey, Co. Dublin",standard,1/30/2022,2500000,6,4,Detached,324,Buy,19,XXX,-8.406424,53.599562
"51 Cherrywood Grove, Clondalkin, Clondalkin, Dublin 22",standard,1/18/2022,279000,3,1,Bungalow,158,Buy,19,E1,-6.457689,53.724484
"Abbotstown Farm, Cappoge, Blanchardstown, Dublin 15",standard,1/28/2022,295000,3,1,Bungalow,51,Buy,11,D1,-6.265511,53.346352
"Apartment 258, Woodstock House, Loreto Abbey, Rathfarnham, Dublin 14",standard,1/28/2022,295000,2,2,Apartment,,Buy,13,SI_666,-7.914193,53.565517
"85 Ashfield Road, Ranelagh, Dublin 6",standard,1/30/2022,1275000,4,3,Terrace,180,Buy,30,C2,-7.765114,53.824294
"15 The Bawn, Malahide, Co. Dublin",standard,1/25/2022,500000,3,2,End of Terrace,113,Buy,12,XXX,-6.2554027,53.3743027
"2 Roselawn Walk, Castleknock, Castleknock, Dublin 15",standard,1/28/2022,550000,4,2,Semi-D,158,Buy,7,B3,-8.092845,53.954856
"34 Belville, Ailesbury Road, Donnybrook, Dublin 4",standard,1/28/2022,320000,1,1,Apartment,42,Buy,11,A3,-6.140736,53.282344
"12 Saddlers Court, Ardee Road, Rathmines, Dublin 6",standard,1/24/2022,370000,2,2,Duplex,71,Buy,11,B2,-6.46399,53.338871
"Apartment 30, The Atrium, The Steelworks, Dublin 1",standard,1/18/2022,335000,2,2,Apartment,91,Buy,19,F,-7.246731,52.65646
"65 Ravenswood Crescent, Clonsilla, Clonee, Dublin 15",standard,1/28/2022,290000,2,1,Terrace,,Buy,20,F,-7.294621,53.033958
"30 Warren Street, South Circular Road, Portobello, Dublin 8",standard,1/28/2022,400000,2,1,Terrace,75,Buy,30,B3,-8.303179,51.857268
"7 Churchwell Grove, Belmayne, Balgriffin, Dublin 13",standard,1/18/2022,259950,2,1,Apartment,81,Buy,8,D2,-6.342557,53.347957
"Rockfield House, Hillcrest Road, Stepaside, Dublin 18",standard,1/27/2022,900000,3,2,Detached,255,Buy,13,C1,-6.2879666,53.4059838
"15 Moatfield Avenue, D05W7R6, Artane, Dublin 5",standard,1/30/2022,495000,3,2,End of Terrace,124,Buy,19,XXX,-6.3088294,53.3990515
"53 Grand Canal Wharf, South Dock Road, Ringsend, Dublin 4",standard,1/30/2022,395000,2,2,Apartment,63,Buy,11,C1,-6.1730141,53.4082362
"Seaview 8 Cunningham Drive Dalkey, Dalkey, Co. Dublin",standard,1/29/2022,2100000,4,4,Detached,220,Buy,18,XXX,-6.2839944,53.3907746
"32 Meadow Vale, Clonkeen Road, Deansgrange, Blackrock, Co. Dublin",standard,1/29/2022,695000,4,2,Semi-D,136,Buy,18,C2,-6.2902949,53.4046173
"11 Mount Rochford Close, Balbriggan, Co. Dublin",standard,1/28/2022,325000,4,3,Semi-D,111,Buy,16,D2,-6.322379,53.300053
"113 Rialto Cottages, Rialto, South Circular Road, Dublin 8",standard,1/18/2022,295000,2,1,Terrace,47,Buy,18,C1,-6.579344,53.368628
"67 White Oaks, Clonskeagh, Clonskeagh, Dublin 14",standard,1/27/2022,320000,2,1,Apartment,90,Buy,18,B3,-6.3627187,53.3673079
"82 Cleggan Avenue, Ballyfermot, Dublin 10",standard,1/26/2022,235000,3,1,Terrace,90,Buy,18,G,-9.566421,51.507053
"552A Mourne Road, Drimnagh, Drimnagh, Dublin 12",standard,1/21/2022,290000,2,1,End of Terrace,81,Buy,15,E2,-8.697486,53.523613
"29 Foxfield Park, Raheny, Raheny, Dublin 5",standard,1/18/2022,650000,3,3,Semi-D,123,Buy,10,E1,-8.580201,53.901707
"42 Priory Road, Harold's Cross, Harold's Cross, Dublin 6",standard,1/28/2022,540000,3,1,Semi-D,81,Buy,9,D2,-8.2003177,52.8725458
"2 Grange Manor Road, Rathfarnham, Dublin 16",standard,1/30/2022,1300000,4,5,Detached,328,Buy,20,G,-6.693335,53.652173
"18 Sheephill Avenue, Blanchardstown, Blanchardstown, Dublin 15",standard,1/28/2022,249950,3,1,Terrace,,Buy,19,C2,-6.171772,53.522909
"18 Linden Vale, Blackrock, Co. Dublin",standard,1/30/2022,925000,4,1,Detached,163,Buy,12,B3,-6.228073,53.332076
"3 Lindisfarne Green, Clondalkin, Clondalkin, Dublin 22",standard,1/18/2022,270000,3,1,Terrace,82,Buy,22,A3,-8.197497,51.91032
"4 Highthorn Park, Dun Laoghaire, Co. Dublin",standard,1/28/2022,650000,4,3,Terrace,88,Buy,13,C1,-8.1316,51.858324
"Apt. 35, Castle Elms, Greencastle Road, Coolock, Dublin 17",standard,1/28/2022,245000,2,1,Apartment,62,Buy,20,C2,-8.173305,51.923272
"71 25 Wolfe Tone Street, Dublin 1",standard,1/30/2022,265000,1,1,Apartment,46,Buy,23,B3,-8.041301,51.900818
"29 Luttrellstown Grove, Castleknock, Castleknock, Dublin 15",standard,1/25/2022,475000,3,2,Semi-D,88,Buy,12,C2,-6.897439,54.131961
"Apartment 17, Sion Hill Court, Drumcondra, Dublin 3",standard,1/18/2022,190000,1,1,Apartment,35,Buy,21,D1,-6.316873,53.324215
"3 Firgrove, Killiney, Co. Dublin",standard,1/30/2022,375000,2,1,Terrace,63,Buy,10,C3,-6.240182,53.342833
"17 Reilly's Avenue, Cork Street, South Circular Road, Dublin 8",standard,1/18/2022,345000,3,2,Terrace,72,Buy,13,D1,-6.32044,53.38262
"Apartment 6, Brock Hall, Dun Laoghaire, Co. Dublin",standard,1/18/2022,330000,1,1,Apartment,52,Buy,15,B2,-9.854014,52.283682
"4 Fairhaven Road, Castleknock, Dublin 15",standard,1/30/2022,785000,4,3,Semi-D,144,Buy,7,C1,-6.198513,53.262681
"Crockaunadreenagh, Redgap, Rathcoole, Co. Dublin",standard,1/29/2022,800000,6,6,Detached,929,Buy,44,B3,-6.282307,52.728658
"83 Devenish Road, Kimmage, Dublin 12",standard,1/30/2022,365000,3,1,Semi-D,78,Buy,2,C1,-7.616594,53.700049
"134 Morehampton Road Donnybrook Dublin 4, Donnybrook, Dublin 4",standard,1/29/2022,875000,3,2,Terrace,123,Buy,32,C2,-7.553116,52.755588
"8 Infirmary Road, Stoneybatter, Dublin 7",standard,1/17/2022,440000,2,1,Terrace,69,Buy,19,A2,-6.281918,53.317007
"Apartment 4, Green View, Blanchardstown, Dublin 15",standard,1/28/2022,215000,2,2,Apartment,63,Buy,8,C2,-6.400297,53.391533
"19 Castletimon Park, D05X290, Kilmore, Dublin 5",standard,1/26/2022,280000,3,1,Terrace,72,Buy,17,C2,-7.506163,54.849875
"Apartment 32, The Fairways, Portmarnock, Co. Dublin",standard,1/28/2022,425000,2,2,Apartment,101,Buy,22,B3,-6.175613,53.405602
"Apartment 62, Westend Village, Blanchardstown, Dublin 15",standard,1/28/2022,280000,3,2,Apartment,76,Buy,12,D2,-6.809403,53.181868
"41 Verschoyle Glen, Citywest, Co. Dublin",standard,1/18/2022,400000,3,3,Semi-D,113,Buy,15,C1,-7.631128,52.936575
"Apartment 21, Wingfield, Stepaside, Dublin 18",standard,1/17/2022,350000,2,2,Apartment,70,Buy,31,B3,-8.444281,52.800474
"Killowen, Rowans Little, Walshestown, Lusk, Co. Dublin",standard,1/21/2022,330000,2,4,Detached,235,Buy,26,C1,-8.602954,54.055293
"11 Rahillion Park, Donabate, Co. Dublin",standard,1/17/2022,610000,4,4,Detached,143,Buy,13,D1,-7.325363,53.831216
"5 Bettysford Terrace, Monastery Road, Clondalkin, Dublin 22",standard,1/28/2022,450000,3,1,Semi-D,128,Buy,9,B3,-7.989329,53.426724
"114 Olcovar, Dublin Road, Shankill, Dublin 18",standard,1/30/2022,285000,1,1,Apartment,48,Buy,25,F,-7.78455,53.411959
"23 Hughes Road North, Walkinstown, Walkinstown, Dublin 12",standard,1/24/2022,424950,3,1,End of Terrace,61,Buy,10,D1,-6.229609,53.351894
"100 Larkhill Road, Whitehall, Whitehall, Dublin 9",standard,1/29/2022,325000,3,2,Terrace,67,Buy,21,D1,-8.383244,54.208945
"46 Boden Heath, Rathfarnham, Dublin 16",standard,1/30/2022,365000,2,2,Apartment,79,Buy,26,C3,-8.270871,52.14372
"1 Southdene, Monkstown, Co. Dublin",standard,1/30/2022,515000,2,1,End of Terrace,62,Buy,16,B3,-6.660815,53.642286
"546 Mourne Road, Drimnagh, Drimnagh, Dublin 12",standard,1/18/2022,349950,2,2,Terrace,,Buy,15,F,-9.00037,53.721946
"93 Broadford Hill, Ballinteer, Ballinteer, Dublin 16",standard,1/27/2022,500000,3,2,Semi-D,111,Buy,23,D2,-6.294412,53.277874
"Apartment 282, Wyckham Point, Dundrum, Dublin 14",standard,1/17/2022,335000,1,1,Apartment,64,Buy,14,C1,-6.303053,53.30432
"67 Rossmore Road, Ballyfermot, Dublin 10",standard,1/30/2022,230000,3,1,Terrace,120,Buy,12,C2,-6.249146,53.406497
"171 Clonmacnoise, Crumlin, Dublin 12",standard,1/30/2022,340000,2,1,Semi-D,84,Buy,26,D1,-6.460764,53.399511
"30 St Conleths Road, Walkinstown, Greenhills, Dublin 12",standard,1/30/2022,399950,3,1,End of Terrace,78,Buy,24,F,-8.641584,52.13042
"Apartment 46, Ha'penny Bridge House, Dublin 1",standard,1/28/2022,350000,2,1,Apartment,51,Buy,20,E1,-6.173505,53.397043
"Apartment 9, The Oaks, Clonshaugh, Dublin 17",standard,1/26/2022,190000,2,1,Apartment,77,Buy,12,C1,-8.666226,52.666559
"136 Home Farm Road Drumcondra Dublin 9, Drumcondra, Dublin 9",standard,1/29/2022,750000,3,2,Semi-D,95,Buy,16,C2,-9.048474,52.450869
"35 Mountain View Road Ranelagh Dublin 6, Ranelagh, Dublin 6",standard,1/29/2022,1595000,5,2,Semi-D,215,Buy,56,C2,-7.704214,54.941505
"27 Griffith Avenue, Drumcondra, Dublin 3",standard,1/17/2022,550000,3,1,Terrace,101,Buy,7,D1,-8.620289,52.665993
"115 Portersfield, Clonsilla Road, Clonsilla, Dublin 15",standard,1/28/2022,210000,2,2,Apartment,,Buy,12,D2,-6.285622,53.29739
"9 Moylaragh Park, Balbriggan, Co. Dublin",standard,1/28/2022,240000,3,3,Terrace,98,Buy,28,B3,-7.905471,53.434799
"6 Greenbank House, Cualanor, Dun Laoghaire, Co. Dublin",standard,1/30/2022,350000,1,1,Apartment,51,Buy,18,G,-6.722906,52.805105
"1 Stratton Heath, Adamstown, Co. Dublin",standard,1/28/2022,300000,3,2,Duplex,109,Buy,12,C3,-6.397267,53.37441
"16 The Rise Barnhill Road Dalkey, Dalkey, Co. Dublin",standard,1/29/2022,1150000,4,3,Bungalow,191,Buy,26,A3,-6.855962,53.105372
"Apartment 301, The Maple, Ballinteer, Dublin 16",standard,1/17/2022,295000,2,2,Apartment,78,Buy,11,C3,-7.118925,52.262629
"4 Kingshall, Chapelizod, Dublin 20",standard,1/30/2022,199000,1,1,Apartment,81,Buy,8,B1,-6.238418,53.286588
"7 Church Street, Howth, Dublin 13",standard,1/15/2022,635000,2,2,Terrace,110,Buy,8,C3,-6.361329,53.725357
"7 The Park, Beaumont Woods, Beaumont, Dublin 9",standard,1/30/2022,495000,4,3,Semi-D,118,Buy,16,C3,-8.503647,51.900678
"97 St Margaret's Road, Finglas, Dublin 11",standard,1/29/2022,229000,2,2,Apartment,80,Buy,10,D2,-8.450993,54.281402
"3 Kildonan Drive, Finglas, Dublin 11",standard,1/29/2022,245000,2,1,Terrace,665,Buy,14,C2,-6.057370449,52.89228305
"82 Northway Estate, Finglas, Dublin 11",standard,1/29/2022,349000,3,4,Semi-D,117,Buy,22,E2,-6.241087,53.295004
"24 Discovery, Royal Canal Park, Dublin 15",standard,1/29/2022,225000,1,1,Apartment,121,Buy,38,D2,-8.493904,51.887989
"7 St Samson's Court, Balgriffin, Dublin 13",standard,1/29/2022,219000,2,2,Apartment,,Buy,16,C1,-8.582945,54.180503
"242 Glasnevin Avenue, Glasnevin, Dublin 11",standard,1/29/2022,425000,3,1,Semi-D,97,Buy,23,E2,-6.26986,53.283434
"28 Hampton Wood Crescent, Finglas, Dublin 11",standard,1/29/2022,270000,2,2,Terrace,136,Buy,25,B3,-6.700091,53.295636
"19 Hansted Drive, Adamstown, Co. Dublin",standard,1/29/2022,259000,2,2,Terrace,84,Buy,25,B3,-9.865424,52.276394
"240 Orwell Park Lawns, Templeogue, Dublin 6W",standard,1/30/2022,645000,4,2,Semi-D,125,Buy,16,C2,-7.907908,53.433663
"76 St. Assams Road West, Raheny, Dublin 5",standard,1/30/2022,610000,3,2,Semi-D,126,Buy,71,D2,-6.178704,53.395358
"6 Cherry Lodge, Farmleigh Woods, Castleknock, Dublin 15",standard,1/17/2022,530000,2,2,Apartment,90,Buy,19,G,-6.627435,53.712252
"Apartment 45, Hollybrook, Brighton Road, Foxrock, Dublin 18",standard,1/14/2022,695000,2,2,Apartment,124,Buy,4,G,-9.318168,52.174576
"19 Saint Canice's Court, Cappagh Green, Finglas, Dublin 11",standard,1/19/2022,169950,1,1,Townhouse,108,Buy,15,C3,-6.141605,53.276259
"Apartment 3, 76 Dame Street, Dublin 2",standard,1/30/2022,375000,2,1,Apartment,75,Buy,14,D1,-6.071916,53.385957
"10 Chapel Farm Green, Lusk, Co. Dublin",standard,1/21/2022,320000,3,3,Semi-D,211,Buy,33,B2,-6.265763,53.314301
"24 Shenick Park, Skerries, Co. Dublin",standard,1/14/2022,610000,4,2,Semi-D,88,Buy,16,XXX,-6.3502329,53.285533
"37 Londonbridge Road, Sandymount, Dublin 4",standard,1/30/2022,1095000,3,2,Terrace,116,Buy,16,E1,-8.633527,52.658258
"13 Forest Hills, Forest Road, Swords, Co. Dublin",standard,1/30/2022,275000,2,2,Apartment,72,Buy,18,XXX,-6.1096292,53.5803761
"89 The Sweepstakes, Ballsbridge, Dublin 4",standard,1/30/2022,525000,2,2,Apartment,63,Buy,20,E1,-6.288218,54.008714
"208 The Sweepstakes, Ballsbridge, Dublin 4",standard,1/30/2022,400000,1,1,Apartment,52,Buy,2,C3,-8.490262998,53.76599259
"5 Lorne Terrace, Brookfield Street, Kilmainham, Dublin 8",standard,1/26/2022,400000,2,1,Terrace,80,Buy,14,A3,-6.179279,53.409135
"3 Auburn Drive, Castleknock, Castleknock, Dublin 15",standard,1/28/2022,625000,4,2,Semi-D,161,Buy,24,C3,-6.11274,53.390148
"Apartment 23, The William Bligh, The Gasworks, Dublin 4",standard,1/30/2022,490000,2,2,Apartment,75,Buy,8,C3,-6.952812,52.813163
"11 Barnwell Gate, Hansfield, Clonsilla, Dublin 15",standard,1/28/2022,500000,4,3,Semi-D,136,Buy,15,G,-7.84823,51.955572
"158 The Links, Donabate, Co. Dublin",standard,1/25/2022,425000,3,3,Semi-D,97,Buy,25,E2,-7.260551,53.333368
"4 Fernvale Drive, Crumlin, Crumlin, Dublin 12",standard,1/14/2022,399950,3,2,Semi-D,88,Buy,13,C2,-8.964483,53.275433
"Apartment 28, Block 11, Gallery Quay, Dublin 2",standard,1/26/2022,385000,1,1,Apartment,45,Buy,13,D2,-6.296629,53.341846
"36 Woodbank Avenue, Finglas, Dublin 11",standard,1/28/2022,235000,3,1,Terrace,79,Buy,12,D2,-6.097334,53.272257
"146 Oliver Plunkett Road, Dun Laoghaire, Co. Dublin",standard,1/24/2022,450000,5,2,End of Terrace,127,Buy,19,C1,-6.542483,52.228171
"34 Levmoss Avenue, The Gallops, Leopardstown, Dublin 18",standard,1/28/2022,280000,1,1,Apartment,54,Buy,8,E1,-8.62544,52.64809
"33 Stormanstown Road, Glasnevin, Glasnevin, Dublin 11",standard,1/28/2022,249000,2,1,Apartment,62,Buy,12,D1,-9.223466,53.928877
"Sylvan, 12 Temple Road, Dartry, Dublin 6",standard,1/14/2022,1850000,5,3,Semi-D,208,Buy,12,E2,-6.23779,53.305372
"201 Castlecurragh Heath, Mulhuddart, Mulhuddart, Dublin 15",standard,1/28/2022,150000,1,1,Apartment,52,Buy,9,E1,-6.330338,53.372379
