title,featuredLevel,publishDate,price,numBedrooms,numBathrooms,propertyType,propertySize,category,m_totalImages,ber_rating,longitude,latitude
"76 Kilworth Road, Drimnagh, Drimnagh, Dublin 12",standard,1/28/2022,279000,2,2,Terrace,60,Buy,15,B3,-6.330111,53.271606
"47 Saint James's Court, Kilmainham, Dublin 8",standard,1/29/2022,295000,2,2,Apartment,64,Buy,26,C1,-6.260093,53.305606
"26 Glenaulin Green, Palmerstown, Dublin 20",standard,1/29/2022,365000,3,1,Semi-D,118,Buy,15,G,-6.29058,53.33546
"Apt 44, Cassian Court South, Royal Canal Park, Dublin 15",standard,1/29/2022,265000,2,1,Apartment,61,Buy,13,E1,-8.428891,54.630314
"Apartment 38, The Fairways, Portmarnock, Co. Dublin",standard,1/28/2022,350000,2,2,Apartment,90,Buy,23,D1,-6.539444,53.667366
"Ashbrook Villa, Church Road, Rolestown, Swords, Co. Dublin",standard,1/30/2022,850000,5,5,Detached,354,Buy,16,D1,-9.301476,53.857667
"Apartment 19, Wynnefield Park, Rathmines, Dublin 6",standard,1/28/2022,295000,1,1,Apartment,41,Buy,16,G,-8.577816,52.877342
"Top Floor Apartment, 1 Eaton Square, Monkstown, Co. Dublin",standard,1/30/2022,565000,2,1,Apartment,84,Buy,32,D1,-6.263674,53.697644
"14C Poplar Row, Ballybough, Dublin 3",standard,1/28/2022,399950,3,3,Semi-D,46,Buy,8,C3,-6.24535,53.288225
"Apartment 22, Swan Hall, Belgard Square, Tallaght, Dublin 24",standard,1/28/2022,235000,2,2,Apartment,82,Buy,27,C1,-9.319222,54.096515
"240 Cherrywood Lawn, Clondalkin, Clondalkin, Dublin 22",standard,1/28/2022,279000,3,1,Terrace,31,Buy,3,G,-6.2800204,53.3409139
"21 Danesfort, Castle Avenue, Clontarf, Dublin 3",standard,1/28/2022,300000,1,1,Apartment,44,Buy,47,C2,-6.109503,53.185286
"21 Carrickhill Rise, Portmarnock, Co. Dublin",standard,1/28/2022,565000,3,1,Semi-D,114,Buy,15,A3,-6.259035,53.267676
"42 Tenterfields, Brown Street, Dublin 8",standard,1/30/2022,300000,2,1,Apartment,52,Buy,16,C1,-8.174031,51.904475
"34 Alen Hall, Tallaght, Dublin 24",standard,1/30/2022,249950,2,2,Apartment,69,Buy,35,SI_666,-8.412414,52.433984
"8 Earlsfort Way, Lucan, Co. Dublin",standard,1/30/2022,349950,3,1,Semi-D,85,Buy,18,C2,-9.443617,53.797222
"68 St Mary's Park, Walkinstown, Dublin 12",standard,1/30/2022,440000,3,1,Terrace,104,Buy,22,B3,-6.156663,53.424132
"170 Rusheeney Close, Clonsilla, Clonsilla, Dublin 15",standard,1/28/2022,324950,3,3,Semi-D,105,Buy,35,C3,-7.369787,53.992196
"100 Collins Park, Whitehall, Whitehall, Dublin 9",standard,1/28/2022,435000,3,2,Semi-D,101,Buy,9,C3,-8.916273,53.784772
"14 Albert Court, Dublin 2",standard,1/28/2022,585000,2,2,Bungalow,65,Buy,9,D2,-6.257534,53.322222
"34 Cardiffsbridge Avenue, Finglas West, Finglas, Dublin 11",standard,1/28/2022,245000,2,1,End of Terrace,60,Buy,27,C1,-9.051802,51.803368
"98 Tandy, Bertram Court, Christchurch, Dublin 8",standard,1/28/2022,250000,1,1,Apartment,45,Buy,18,E2,-6.330203,53.33766
"135 Belfry Hall, Citywest, Tallaght, Dublin 24",standard,1/30/2022,235000,2,1,Apartment,114,Buy,14,E1,-6.331898,53.335372
"38 Rothe Abbey, Kilmainham, Dublin 8",standard,1/30/2022,375000,2,1,Terrace,62,Buy,17,D1,-9.290911,53.415924
"60 Dublin Road, Tullow, Co. Carlow",standard,1/30/2022,249500,4,2,End of Terrace,,Buy,18,D1,-6.25418,53.270473
"Apartment 516, The Old Chocolate Factory, Kilmainham Square, Kilmainham, Dublin 8",standard,1/28/2022,375000,2,2,Apartment,74,Buy,22,D1,-9.055706,53.58704
"163 Hillcrest Park, Glasnevin, Glasnevin, Dublin 11",standard,1/28/2022,535000,4,2,Semi-D,90,Buy,17,C1,-6.244881,53.687019
"9 Forest Road, Swords, Co. Dublin",standard,1/28/2022,350000,2,1,Semi-D,60,Buy,12,D1,-6.986056,54.242194
"52 Woodbrook Court, Porterstown, Castleknock, Dublin 15",standard,1/28/2022,385000,3,3,Terrace,72,Buy,10,F,-7.93761,53.426503
"33 Cherrywood Crescent, Clondalkin, Dublin 22",standard,1/30/2022,295000,3,1,Semi-D,104,Buy,19,E1,-6.239617,53.370458
"55 Newtown Court, Belcamp, Darndale, Dublin 17",standard,1/30/2022,150000,2,1,Apartment,66,Buy,11,D2,-8.64758,52.137738
"28 Shelbourne Park Apartments, South Lotts Road, Dublin 4",standard,1/30/2022,350000,2,1,Apartment,61,Buy,22,SI_666,-6.307505,53.393763
"39 Woodbrook Crescent, Porterstown, Castleknock, Dublin 15",standard,1/28/2022,297000,2,2,Apartment,75,Buy,15,C2,-6.206906,53.312452
"36 St Finian's Way, Newcastle, Co. Dublin",standard,1/28/2022,600000,4,3,Detached,158,Buy,8,B2,-8.630317,52.663528
"Apartment 48, Block 1, Priors Gate, Tallaght, Dublin 24",standard,1/28/2022,160000,1,1,Apartment,64,Buy,23,E2,-6.277341,53.380532
"120 Tudor Lawns, Foxrock, Foxrock, Dublin 18",standard,1/28/2022,650000,4,2,Semi-D,108,Buy,18,C2,-8.507831,54.082373
"16 Galtymore Close, Drimnagh, Drimnagh, Dublin 12",standard,1/28/2022,320000,3,1,Terrace,78,Buy,13,E2,-6.232827,53.315508
"Apartment 150, The Links, Elmpark, Merrion Road, Dublin 4",standard,1/30/2022,500000,2,2,Apartment,75,Buy,18,A2,-8.750341,51.749494
"116 Avondale Road, Killiney, Co. Dublin",standard,1/28/2022,895000,4,1,Detached,180,Buy,14,C2,-6.212104,53.329561
"18 Stratton Grove, Adamstown, Lucan, Co. Dublin",standard,1/28/2022,275000,2,2,Apartment,84,Buy,24,C2,-6.196806,53.442854
"25 Upper Cross Road, Rialto, Dublin 8",standard,1/30/2022,425000,3,1,Terrace,135,Buy,9,A2,-9.212384941,53.80372823
"3 Dodder Bank Milltown Dublin 6, Milltown, Dublin 6",standard,1/29/2022,475000,2,2,Apartment,78,Buy,8,E1,-8.967377,53.250871
"50 Beverly Avenue, Templeogue, Knocklyon, Dublin 16",standard,1/28/2022,460000,4,2,Semi-D,105,Buy,23,C3,-7.353889,53.52958
"Apartment 28, Block 1, Priors Gate, Tallaght, Dublin 24",standard,1/28/2022,180000,1,1,Apartment,64,Buy,29,D1,-6.27415,53.695631
"9 Charlestown Green, Saint Margaret's Road, Finglas, Dublin 11",standard,1/29/2022,380000,3,3,Semi-D,119,Buy,9,C3,-6.246722,53.355174
"36 Craoibhin Park, Balbriggan, Co. Dublin",standard,1/30/2022,249000,2,1,End of Terrace,68,Buy,22,F,-6.225284,53.380254
"8 Manorfields Dale, Clonee, Dublin 15",standard,1/28/2022,370000,3,3,Semi-D,100,Buy,16,C1,-6.256545,53.368939
"93 Woodford Road, Clondalkin, Dublin 22",standard,1/29/2022,295000,3,1,Terrace,230,Buy,25,B3,-9.286518,52.364985
"36 Foxborough Drive, Lucan, Co. Dublin",standard,1/29/2022,325000,3,1,Semi-D,86,Buy,13,D1,-6.418221,53.352547
"53 Carrig Court, Citywest, Co. Dublin",standard,1/29/2022,219000,2,1,Apartment,65,Buy,13,F,-6.182233,53.378849
"Apt 2, 55 Northumberland Road, Ballsbridge, Dublin 4",standard,1/27/2022,335000,1,1,Apartment,47,Buy,3,SI_666,-6.971524,53.8518
"Apartment L, Coliemore Apartments, Dalkey, Co. Dublin",standard,1/29/2022,1195000,2,2,Apartment,110,Buy,8,E1,-6.196901,53.40362
"3 Moylaragh Park, Balbriggan, Co. Dublin",standard,1/27/2022,245000,3,3,Terrace,94,Buy,13,F,-6.987547,52.998888
"3 Thomas Ashe Grove, Lusk, Co. Dublin",standard,1/27/2022,255000,3,2,Terrace,82,Buy,29,D1,-9.061483,52.059892
"12 Ashwood Road, Clondalkin, Dublin 22",standard,1/28/2022,325000,3,1,Semi-D,103,Buy,44,A2,-6.266741,53.294004
"6 Diswellstown Heath, Castleknock, Dublin 15",standard,1/30/2022,645000,4,4,Detached,152,Buy,8,D1,-6.107266,53.275199
"17 Lorcan Grove, Santry, Santry, Dublin 9",standard,1/29/2022,425000,3,1,Semi-D,120,Buy,16,C3,-6.328106,53.269252
"175 Captain's Road, Crumlin, Crumlin, Dublin 12",standard,1/28/2022,335000,2,1,Terrace,67,Buy,11,XXX,-8.1962372,52.869498
"11 Hunters Avenue, Ballycullen, Dublin 24",standard,1/30/2022,475000,3,3,Terrace,143,Buy,3,C2,-7.777637,53.723601
"8 Stirling Park, Rathgar, Dublin 6",standard,1/30/2022,1300000,4,3,Semi-D,250,Buy,15,C3,-7.110113,52.272869
"14 Emerald Square, Cork Street, Dublin 8",standard,1/30/2022,280000,2,1,Detached,54,Buy,19,D1,-9.129196,53.265881
"14 Stocking Wood Walk, Rathfarnham, Rathfarnham, Dublin 14",standard,1/27/2022,535000,4,4,Semi-D,119,Buy,24,E2,-7.847003,51.953915
"70 Gleann na Rí­, Druid Valley, Cabinteely, Dublin 18",standard,1/27/2022,424950,3,4,Duplex,127,Buy,14,D2,-8.281053,51.855849
"Apartment 29, Block 2, Dundrum Gate, Dundrum, Dublin 16",standard,1/28/2022,295000,1,1,Apartment,46,Buy,19,B1,-6.580558,52.514062
"Apartment 22, Compass Court North, Ashtown, Dublin 15",standard,1/27/2022,280000,2,2,Apartment,68,Buy,21,C3,-6.214916,53.255413
"Apartment 24, Compass Court North, Ashtown, Dublin 15",standard,1/27/2022,280000,2,1,Apartment,60,Buy,15,B2,-6.061177,53.129219
"Apartment 124, Premier Square, Finglas, Dublin 11",standard,1/28/2022,295000,3,2,Apartment,91,Buy,11,C3,-6.377117,53.392262
"50 Drynam Rise, Drynam Hall, Kinsealy, Co. Dublin",standard,1/27/2022,330000,3,3,Terrace,107,Buy,18,D1,-8.248673,53.777816
"131 Butterfield Avenue Rathfarnham Dublin 14, Rathfarnham, Dublin 14",standard,1/29/2022,745000,4,2,Semi-D,164,Buy,28,D2,-6.210988,53.387331
"23 Forest Hills, Forest Road, Swords, Co. Dublin",standard,1/28/2022,375000,3,2,End of Terrace,110,Buy,28,C1,-8.230835,53.466708
"23 Meath Place, The Coombe, Dublin 8",standard,1/27/2022,295000,1,1,End of Terrace,31,Buy,34,D1,-6.42482,54.018292
"Apartment 74, Whatley Hall, Clonee, Dublin 15",standard,1/28/2022,245000,2,2,Apartment,83,Buy,3,B3,-8.516884,51.874648
"Apartment 150, Bloomfield Park, Donnybrook, Dublin 4",standard,1/27/2022,425000,1,1,Apartment,55,Buy,1,E1,-6.667763,53.872287
"18 Beau Park Crescent, Clongriffin, Clongriffin, Dublin 13",standard,1/27/2022,325000,2,1,End of Terrace,73,Buy,2,D1,-6.430486,53.324994
"10 Silverton, Harolds Grange Road, Rathfarnham, Dublin 16",standard,1/30/2022,695000,3,4,Semi-D,146,Buy,18,SI_666,-6.389829,53.403696
"19 Dunsink Drive, Finglas, Dublin 11",standard,1/30/2022,189950,3,1,Terrace,,Buy,1,D2,-6.28267,53.361202
"Brookville, Hazelbrook, Malahide, Co. Dublin",standard,1/28/2022,1350000,5,4,Detached,613,Buy,12,B3,-8.330923,51.911993
"Apartment 19, 12/13 Ranelagh Court, Ranelagh, Dublin 6",standard,1/27/2022,295000,1,1,Apartment,47,Buy,18,D1,-7.253642,52.650908
"109 Windmill Park, Crumlin, Crumlin, Dublin 12",standard,1/28/2022,349950,3,2,End of Terrace,,Buy,9,SI_666,-8.795354501,53.96742552
"Flat 1B, Bedford Court, Kimmage, Dublin 12",standard,1/27/2022,245000,1,1,Apartment,45,Buy,8,G,-7.307953,52.873836
"298 Clogher Road, Crumlin, Crumlin, Dublin 12",standard,1/28/2022,380000,2,2,Terrace,72,Buy,14,SI_666,-6.439779,53.39726
"45 Morrow House, The Coast, Baldoyle, Dublin 13",standard,1/27/2022,285000,2,2,Apartment,80,Buy,14,E1,-6.289394,53.294689
"22 New Park Road, Blackrock, Co. Dublin",standard,1/30/2022,795000,5,3,Semi-D,146,Buy,21,C1,-8.389256,51.934474
"69 Gleann Petit, Old Dublin Road, Mullingar, Co. Westmeath",standard,1/28/2022,510000,5,4,Detached,219,Buy,19,B2,-6.294278,53.400509
"31 Railway Avenue, Inchicore, Inchicore, Dublin 8",standard,1/29/2022,275000,2,1,Terrace,52,Buy,16,C1,-9.325248,53.428454
"91A Jamestown Avenue, Inchicore, Inchicore, Dublin 8",standard,1/29/2022,395000,3,3,Detached,114,Buy,12,G,-6.271761,53.349518
"Apartment 307, The Oak, Ballinteer, Dublin 16",standard,1/28/2022,300000,2,2,Apartment,,Buy,12,G,-6.395896,54.007879
"1a Kilfenora Drive, Donaghmede, Dublin 13",standard,1/30/2022,435000,3,2,Detached,138,Buy,19,D2,-6.279819,53.317299
"57 Riverside Drive, Clonshaugh, Dublin 17",standard,1/30/2022,350000,3,1,Semi-D,92,Buy,13,E2,-8.990808,51.610893
"4 Gurteen Park, Ballyfermot, Dublin 10",standard,1/27/2022,275950,3,1,Terrace,105,Buy,22,B3,-7.379129,53.989274
"31 Seven Oaks, Inchicore, Dublin 8",standard,1/29/2022,275000,2,1,Apartment,70,Buy,9,E2,-7.16329,53.635335
"12 Aulden Grange, Santry, Dublin 9",standard,1/27/2022,385000,3,3,Semi-D,95,Buy,31,D1,-6.481226,52.335863
"58 Casement Drive, Finglas West, Finglas, Dublin 11",standard,1/28/2022,294950,3,1,End of Terrace,74,Buy,24,C3,-9.050938,53.27752
"29 St Columbanus Avenue, Dundrum, Dublin 14",standard,1/30/2022,425000,2,1,End of Terrace,65,Buy,27,E1,-6.241044,53.309688
"13 Keane Hall, Collegewood, Castleknock, Dublin 15",standard,1/30/2022,450000,3,2,Apartment,86,Buy,13,C2,-6.164701,53.293041
"8 New Ireland Road, Rialto, Dublin 8",standard,1/27/2022,375000,3,1,Terrace,75,Buy,18,D2,-6.260328,53.353914
"3 Annfield View, Castleknock, Dublin 15",standard,1/28/2022,245000,2,2,Apartment,,Buy,16,SI_666,-6.98674,53.585988
"23 Bellevue Park Avenue, Booterstown, Co. Dublin",standard,1/28/2022,600000,3,1,Terrace,,Buy,27,SI_666,-7.9036339,53.4158688
"38 Lanesborough Avenue, Saint Margaret's Road, Finglas, Dublin 11",standard,1/28/2022,295000,3,2,Terrace,90,Buy,9,D2,-7.938717,53.425105
"1 Glasilawn Avenue, Glasnevin, Glasnevin, Dublin 11",standard,1/28/2022,495000,3,1,End of Terrace,48,Buy,18,F,-6.279069,53.316703
"5 Beech Hill Terrace, Donnybrook, Dublin 4",standard,1/27/2022,485000,2,1,Terrace,77,Buy,21,C1,-6.6968071,52.9378063
"229 Olcovar, Dublin Road, Shankill, Dublin 18",standard,1/27/2022,250000,1,1,Apartment,48,Buy,17,C3,-6.735616,53.135803
"2C Durham Road, Sandymount, Sandymount, Dublin 4",standard,1/27/2022,895000,3,3,Semi-D,104,Buy,12,E2,-8.48053,51.896074
"35 Drynam View, Kinsealy, Co. Dublin",standard,1/29/2022,450000,4,2,End of Terrace,160,Buy,7,D1,-9.146989,52.326305
"34 The Warehouse, Clanbrassil Street, South City Centre, Dublin 8",standard,1/30/2022,750000,2,2,Apartment,165,Buy,16,C1,-8.627903,52.66008
"Apartment 25, Fern Court, Stepaside Park, Stepaside, Dublin 18",standard,1/27/2022,345000,2,2,Apartment,73,Buy,24,B3,-6.793387,53.176502
"29 The Ivory Building, Hanover Street East, Dublin 2",standard,1/30/2022,355000,1,1,Apartment,55,Buy,11,E1,-7.300351,52.865973
"Apartment 86, Block B, Belfry Hall, Citywest, Co. Dublin",standard,1/27/2022,235000,2,2,Apartment,66,Buy,12,C2,-6.23132,53.298354
"Apartment 5, Aldborough Court, Dublin 1",standard,1/28/2022,375000,2,1,Apartment,66,Buy,20,C3,-9.287955,53.859128
"67 Smithfield Gate, Smithfield, Dublin 1",standard,1/30/2022,320000,2,1,Apartment,62,Buy,19,D1,-6.327551,53.329564
"Apartment 5, Carraig Court, Blackrock, Co. Dublin",standard,1/27/2022,445000,2,1,Apartment,59,Buy,10,D1,-6.2575639,53.3539497
"123 Elm Mount Avenue, Beaumont, Dublin 9",standard,1/30/2022,425000,3,2,Semi-D,106,Buy,15,D1,-6.340436,53.308957
"9 Millmount Avenue, Drumcondra, Dublin 9",standard,1/30/2022,675000,4,1,Terrace,115,Buy,6,G,-6.280072,53.324906
"25 High Park, Grace Park Road, Drumcondra, Dublin 3",standard,1/29/2022,495000,3,3,Semi-D,116,Buy,2,A3,-9.441683,52.773346
"Apartment 5 Talbot Hall, Thornleigh Road, Thornleigh, Swords, Co. Dublin",standard,1/29/2022,199000,2,2,Apartment,62,Buy,11,F,-6.281225,53.29833
"Apartment 78 Jervis Place, Dublin 1",standard,1/29/2022,320000,2,1,Apartment,56,Buy,15,C3,-6.221285,53.375933
"13 Applewood Close, Applewood, Swords, Co. Dublin",standard,1/29/2022,210000,1,1,Apartment,52,Buy,24,C1,-6.340281,53.271284
"63 Lioscian, Rathbaele Road, Swords, Co. Dublin",standard,1/29/2022,380000,4,4,Terrace,112,Buy,20,XXX,-6.4121251,53.3239461
"24 Larkfield View, Lucan, Co. Dublin",standard,1/30/2022,369000,3,2,End of Terrace,103,Buy,21,E2,-8.630994,52.669017
"Dungarvan, 472 Howth Road, Raheny, Dublin 5",standard,1/28/2022,950000,5,4,Detached,208,Buy,22,C3,-8.619542,52.68304
"24 Belcamp Crescent, Priorswood, Dublin 17",standard,1/28/2022,180000,3,1,Terrace,130,Buy,14,C3,-7.46806,53.264177
"2 The Close, Mount Merrion, Co. Dublin",standard,1/30/2022,1050000,3,4,Semi-D,161,Buy,12,D2,-8.1916454,52.8543261
"38 Hunters Avenue, Hunters Wood, Ballycullen, Dublin 16",standard,1/28/2022,485000,5,3,End of Terrace,146,Buy,29,C1,-8.282814,52.133044
"Apartment 2, 32/33 Gardiner Street Upper, Dublin 1",standard,1/26/2022,185000,1,1,Apartment,52,Buy,8,C3,-6.315406,53.376483
"46 Hunters Avenue, Hunters Wood, Ballycullen, Dublin 16",standard,1/28/2022,260000,2,2,Apartment,73,Buy,2,F,-6.326321,53.339365
"15 The Close, Hazelbrook Square, Churchtown, Dublin 14",standard,1/28/2022,775000,4,3,Terrace,155,Buy,10,D1,-8.216521,52.865047
"12 Village Gate, Dalkey, Co. Dublin",standard,1/29/2022,595000,2,1,Townhouse,66,Buy,20,C3,-8.515082,51.897097
"8 Hunters Grove, Hunters Wood, Ballycullen, Dublin 16",standard,1/27/2022,425000,3,3,Terrace,,Buy,3,XXX,-7.49066,55.278942
"46 Dun Darrach, Dublin Road, N39, Longford",standard,1/28/2022,100000,4,3,Detached,173,Buy,10,E1,-9.450508,52.469597
"4 Melrose Crescent, Bawnogue, Clondalkin, Dublin 22",standard,1/30/2022,225000,3,1,Terrace,82,Buy,7,C1,-8.216146,52.859837
"88 Bangor Road, Crumlin, Crumlin, Dublin 12",standard,1/27/2022,349950,2,2,Terrace,139,Buy,28,D1,-6.998737,52.41121
"Mutiara, 5 Kilgobbin Heights, Stepaside, Dublin 18",standard,1/28/2022,1450000,4,3,Detached,217,Buy,15,SI_666,-7.725389,54.971774
"47 Stapleton House, 33 Mountjoy Square, Mountjoy Square, Dublin 1",standard,1/28/2022,225000,1,1,Apartment,85,Buy,27,SI_666,-6.574137,52.511575
"43 Waterville Row, Blanchardstown, Blanchardstown, Dublin 15",standard,1/27/2022,260000,2,2,Apartment,68,Buy,37,B3,-6.241421,54.019664
"34A Huntstown Road, Mulhuddart, Huntstown, Dublin 15",standard,1/26/2022,275000,3,1,Semi-D,71,Buy,9,SI_666,-7.874574,54.956327
"Apartment 319, The Hawthorns, Carrington, Santry, Dublin 9",standard,1/28/2022,275000,2,2,Apartment,80,Buy,15,SI_666,-9.466464,52.25545
"8 Hazelwood Park, Artane, Artane, Dublin 5",standard,1/28/2022,490000,3,1,Semi-D,101,Buy,20,C1,-8.404498,51.801941
"Apartment 144, Westend Village, Blanchardstown, Dublin 15",standard,1/28/2022,250000,2,1,Apartment,95,Buy,27,B3,-7.05979,53.140226
"3 Grange View Way, Clondalkin, Dublin 22",standard,1/28/2022,245000,3,1,Terrace,51,Buy,8,D2,-6.137898,53.279254
"46 Castlecurragh Vale, Mulhuddart, Mulhuddart, Dublin 15",standard,1/26/2022,199950,2,1,Duplex,,Buy,4,G,-7.864554,51.963525
"83 Cabra Road, Cabra, Dublin 7",standard,1/28/2022,810000,7,7,Terrace,,Buy,2,C2,-9.08806,51.808458
"1 Forest Avenue, Swords, Co. Dublin",standard,1/27/2022,365000,3,2,Detached,81,Buy,20,C2,-6.547281,53.854876
"31 Glenbrook Park, Rathfarnham, Dublin 14",standard,1/30/2022,695000,4,2,Semi-D,140,Buy,26,B3,-6.075675,53.130616
"12 Stocking Wood Copse, Rathfarnham, Rathfarnham, Dublin 14",standard,1/28/2022,315000,2,2,Apartment,72,Buy,14,C3,-9.644139,52.68381
"179 Jamestown Road, Finglas, Finglas, Dublin 11",standard,1/26/2022,369950,3,1,Semi-D,60,Buy,19,C2,-6.289352,53.379989
"47 Melville Way, Finglas, Finglas, Dublin 11",standard,1/26/2022,245000,2,2,Apartment,,Buy,11,C3,-8.64034,52.63288
"9 Halston Street, Dublin 7",standard,1/30/2022,715000,7,3,Terrace,110,Buy,15,D2,-8.811888,53.012782
"275 Harold's Cross Road, Harold's Cross, Dublin 6W",standard,1/30/2022,725000,3,2,Semi-D,86,Buy,23,B3,-6.225195,53.069818
"4 Ravenswell, Palmer Road, Rush, Co. Dublin",standard,1/26/2022,285000,2,2,End of Terrace,97,Buy,13,D1,-9.047488,53.28435
"10 Richmond Hall, Mount Saint Annes, Milltown, Dublin 6",standard,1/30/2022,695000,2,2,Apartment,97,Buy,14,E2,-9.301942,52.387851
"20 Maple Road, Clonskeagh, Dublin 14",standard,1/30/2022,1850000,4,4,Detached,290,Buy,19,C1,-6.308583,53.397954
"23 Stradbrook Park, Blackrock, Co. Dublin",standard,1/30/2022,695000,3,1,Bungalow,86,Buy,14,B3,-6.481931,53.413045
"Apartment 4, Kenmare House, Dublin 1",standard,1/26/2022,210000,1,1,Apartment,43,Buy,13,E1,-9.302428,52.38499
"134 Kincora Road, Clontarf, Clontarf, Dublin 3",standard,1/26/2022,750000,3,1,Semi-D,106,Buy,11,C2,-7.27124,53.049218
"Apartment 26, Wellington Lodge, Serpentine Avenue, Ballsbridge, Dublin 4",standard,1/28/2022,325000,1,1,Apartment,43,Buy,15,F,-9.415603,51.5168449
"39 Greenville Terrace, South Circular Road, Dublin 8",standard,1/30/2022,675000,2,1,Terrace,79,Buy,20,XXX,-6.2307149,53.4695055
"3 and (part of) 4 Fownes Street, Temple Bar, Dublin 2",standard,1/28/2022,900000,1,1,Terrace,112,Buy,18,D1,-6.126585,53.394192
"100 Tudor Lawns, Foxrock, Foxrock, Dublin 18",standard,1/26/2022,650000,3,3,Semi-D,100,Buy,26,B3,-7.645578,52.085173
"76 Sandymount Road, Sandymount, Dublin 4",standard,1/28/2022,1100000,3,1,Semi-D,131,Buy,30,B3,-6.495989,52.326477
"9 Saint Brigid's Avenue, Dublin 3",standard,1/28/2022,435000,3,3,Terrace,122,Buy,8,C1,-8.460196,54.258716
"15 Carrigmore Gardens, Citywest, Co. Dublin",standard,1/27/2022,295000,3,3,Duplex,,Buy,15,C3,-6.393157,53.376383
"28 Cypress Grove South, Templeogue, Templeogue, Dublin 6W",standard,1/28/2022,750000,4,2,Semi-D,130,Buy,14,G,-9.025779,53.275435
"202 Trimbleston, Goatstown Road, Clonskeagh, Dublin 14",standard,1/28/2022,495000,2,2,Apartment,72,Buy,12,E2,-6.31506,53.312315
"181 Comeragh Road, Drimnagh, Dublin 12",standard,1/30/2022,319950,2,1,Semi-D,210,Buy,20,B3,-6.676491,53.898437
"Apt 79, 109 Parnell Street, Dublin 1",standard,1/28/2022,210000,1,1,Apartment,88,Buy,14,C1,-8.928016,53.263119
"286 St James's Road, Walkinstown, Dublin 12",standard,1/30/2022,395000,3,1,Terrace,94,Buy,12,D1,-6.3925159,53.3885189
"Apartment, 6 The Poplar Lodge, Castleside Drive, Rathfarnham, Dublin 14",standard,1/26/2022,275000,1,1,Apartment,41,Buy,21,C2,-8.899464,53.615921
"61 Oak Road, Donnycarney, Dublin 9",standard,1/30/2022,400000,3,2,Terrace,77,Buy,18,C1,-6.152224,53.419495
"28 Oakdale Crescent, Ballycullen, Dublin 24",standard,1/30/2022,549000,4,3,Semi-D,128,Buy,13,B3,-9.120481,53.273931
"4 Lealand Road, Clondalkin, Dublin 22",standard,1/29/2022,249000,3,2,Terrace,79,Buy,13,C3,-7.908002,53.423594
"25 Magenta Crescent, Santry, Dublin 9",standard,1/28/2022,369000,3,1,Terrace,90,Buy,20,B3,-6.320545,53.395846
"13 Holywell Villas, Swords, Co. Dublin",standard,1/29/2022,285000,2,3,Terrace,,Buy,24,D1,-8.754367,51.742354
"15 Bath Street, Irishtown, Dublin 4",standard,1/30/2022,750000,3,2,Terrace,117,Buy,22,E2,-9.070527,53.447332
"84 Beechdale Court, Ballycullen, Dublin 24",standard,1/30/2022,295000,2,2,Apartment,76,Buy,23,B3,-8.629216,52.137211
"62 Cassian Court South, Royal Canal Park, Ashtown, Dublin 15",standard,1/30/2022,295000,2,1,Apartment,64,Buy,19,C2,-6.216357,53.26945
"3 Abercorn Terrace, Inchicore, Dublin 8",standard,1/28/2022,400000,3,1,Terrace,61,Buy,8,C3,-6.207516,53.259316
"Apartment 60, Castle Elms Court, Greencastle Road, Coolock, Dublin 17",standard,1/28/2022,175000,1,1,Apartment,190,Buy,19,D2,-6.239868,53.321162
"Apartment 52, Block C3, Geraldstown Woods, Santry, Dublin 9",standard,1/28/2022,210000,2,2,Apartment,61,Buy,32,E2,-6.28087,53.340745
"8 Parkside Crescent, Balgriffin, Dublin 13",standard,1/28/2022,405000,3,3,Terrace,114,Buy,14,C2,-6.204089,53.366307
"Apartment 50, The Oaks, Herbert Park Lane, Dublin 4",standard,1/28/2022,410000,1,1,Apartment,50,Buy,10,C2,-6.594339,52.511061
"2 Strandmill Avenue, Portmarnock, Co. Dublin",standard,1/26/2022,490000,3,2,Terrace,100,Buy,13,C3,-8.383199,51.821481
"Malahow, Dublin Road, Drogheda, Co. Louth",standard,1/27/2022,795000,4,3,Detached,205,Buy,21,C3,-7.390397,52.841572
"Apartment 72, Carton House, The Oaks, Swords, Co. Dublin",standard,1/26/2022,275000,2,2,Apartment,72,Buy,5,SI_666,-9.478517,51.669706
"'Glashedy', Convent Lane, Rush, Co. Dublin",standard,1/25/2022,695000,5,3,Detached,,Buy,11,F,-8.461328,53.694596
"165 Wyckham Point, Dundrum, Dublin 16",standard,1/30/2022,330000,1,1,Apartment,48,Buy,14,E2,-6.151825,53.3830092
"25 Holywell Rise, Swords, Co. Dublin",standard,1/25/2022,355000,3,2,End of Terrace,90,Buy,4,C1,-6.214265,53.443154
"43 Luttrellstown Avenue, Castleknock, Castleknock, Dublin 15",standard,1/28/2022,550000,3,2,Semi-D,,Buy,4,C2,-6.803449,53.081535
"23 Cherry Avenue, Swords, Co. Dublin",standard,1/28/2022,350000,3,1,Semi-D,88,Buy,10,C3,-6.302431,53.348007
"83 Bayside Boulevard North, Sutton, Sutton, Dublin 13",standard,1/28/2022,339000,2,1,Terrace,,Buy,14,SI_666,-6.408037,53.844061
"25 Blackthorn Court, Sandyford, Sandyford, Dublin 18",standard,1/25/2022,500000,3,1,Semi-D,88,Buy,38,B3,-9.049449,53.455107
